City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
348,kolyshley,52.7005,44.5367,17.03,72,100,3.26,RU,1712864929
349,ephrata,40.1798,-76.1788,22.28,71,75,8.75,US,1712864925
350,tortoli,39.9256,9.6572,13.9,77,0,6.69,IT,1712864929
351,darnah,32.767,22.6367,16.82,76,100,6.4,LY,1712864930
352,mont-laurier,46.5501,-75.4993,10.79,90,100,4.23,CA,1712864656
353,ola,59.5833,151.2833,-7.7,90,48,2.33,RU,1712864930
354,nabire,-3.3667,135.4833,24.06,96,100,0.68,ID,1712864930
355,san pedro pochutla,15.7333,-96.4667,33.71,47,90,4.84,MX,1712864930
356,camana,-16.6228,-72.7111,22.89,78,28,3.17,PE,1712864851
357,al kharijah,25.4514,30.5464,22.35,28,75,3.87,EG,1712864930
358,kirensk,57.7853,108.1119,-2.24,95,100,0.89,RU,1712864931
359,badiyah,22.45,58.8,29.57,37,100,3.28,OM,1712864931
360,marrakesh,31.6315,-8.0083,32.04,12,0,1.54,MA,1712864931
361,ariquemes,-9.9133,-63.0408,27.76,92,100,1.85,BR,1712864698
